fips,year,county,jud_district,medianHI,medianHI_MOE,povertyR,yfips,state,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,asian_pop_15to64,black_pop_15to64,latino_pop_15to64,native_pop_15to64,other_pop_15to64,white_pop_15to64,urbanicity,region,division,commuting_zone,metro_area,land_area,total_jail_adm,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_jail_pop,female_jail_pop,male_jail_pop,asian_jail_pop,black_jail_pop,latino_jail_pop,native_jail_pop,white_jail_pop,total_jail_pretrial,female_jail_pretrial,male_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,asian_prison_pop,black_prison_pop,latino_prison_pop,native_prison_pop,other_prison_pop,white_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,asian_prison_adm,black_prison_adm,latino_prison_adm,native_prison_adm,other_prison_adm,white_prison_adm,num_facilites,num_employees,confined_pop,capacity,ucr_population,index_crime,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,agr_assault_crime,burglary_crime,larceny_crime,mv_theft_crime,arson_crime
8107,2014,Routt,14,66846,5246,8.4,201408107,CO,Routt County,23569,17159,8067,9092,143,138,1129,69,NA,15680,rural,West,Mountain,414,44460,2362.02,908,NA,NA,NA,21,6,24,0,0,2,0,27,23,4,42,3,0,1,0,0,0,NA,NA,NA,33,6,27,FALSE,0,NA,NA,1,28,19,4,15,FALSE,0,NA,FALSE,1,18,0,0,0,0,22795,425,32,393,0,5,3,24,46,321,22,4
8107,2015,Routt,14,70989,5959,8.9,201508107,CO,Routt County,24019,17334,8165,9169,169,162,1128,70,NA,15805,rural,West,Mountain,414,44460,2362.02,908,NA,NA,NA,21,6,24,0,0,2,0,27,23,4,42,3,0,1,0,0,0,NA,NA,NA,26,5,21,FALSE,0,NA,NA,4,22,7,0,7,FALSE,0,NA,FALSE,1,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8107,2016,Routt,14,71322,6841,7.2,201608107,CO,Routt County,24310,17406,8235,9171,150,173,1171,77,NA,15835,rural,West,Mountain,414,44460,2362.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8109,2014,Saguache,12,31227,3304,29.9,201408109,CO,Saguache County,6232,3912,1935,1977,37,26,1505,53,NA,2291,rural,West,Mountain,264,NA,3168.566,237,NA,NA,NA,16,2,9,0,0,6,1,2,8,2,4,0,0,3,0,3,0,NA,NA,NA,15,0,15,FALSE,0,NA,FALSE,0,11,7,0,7,FALSE,0,NA,FALSE,2,5,0,0,0,0,6263,85,8,77,0,0,1,7,21,50,5,1
8109,2015,Saguache,12,34209,3381,29.6,201508109,CO,Saguache County,6186,3835,1904,1931,32,32,1474,55,NA,2242,rural,West,Mountain,264,NA,3168.566,237,NA,NA,NA,16,2,9,0,0,6,1,2,8,2,4,0,0,3,0,3,0,NA,NA,NA,18,0,18,FALSE,0,NA,FALSE,0,11,9,NA,NA,FALSE,0,NA,FALSE,2,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8109,2016,Saguache,12,33973,3300,27.6,201608109,CO,Saguache County,6239,3805,1915,1890,33,37,1436,61,NA,2238,rural,West,Mountain,264,NA,3168.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8111,2014,San Juan,6,40006,4081,15.5,201408111,CO,San Juan County,691,485,220,265,4,1,73,5,NA,402,rural,West,Mountain,423,NA,387.516,36.07495,NA,NA,NA,1.476147,0.3496136,1.074738,0,5.18E-02,0.1424352,NA,0.9323031,1.012185,0.1598186,0.8523661,0.1331822,0,0,0,9.32E-02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,692,18,1,17,1,0,0,0,4,13,0,0
8111,2015,San Juan,6,43489,3005,15.6,201508111,CO,San Juan County,711,483,218,265,7,2,72,4,NA,398,rural,West,Mountain,423,NA,387.516,36.07495,NA,NA,NA,1.476147,0.3496136,1.074738,0,5.18E-02,0.1424352,NA,0.9323031,1.012185,0.1598186,0.8523661,0.1331822,0,0,0,9.32E-02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8111,2016,San Juan,6,44652,4853,15.5,201608111,CO,San Juan County,688,459,203,256,6,3,74,1,NA,375,rural,West,Mountain,423,NA,387.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8113,2014,San Miguel,7,59603,5918,9.9,201408113,CO,San Miguel County,7598,5609,2621,2988,62,39,490,27,NA,4991,rural,West,Mountain,381,NA,1286.726,221,NA,NA,NA,9,1,8,0,0,0,0,9,7,0,0,0,0,0,0,0,0,NA,NA,NA,12,NA,NA,FALSE,0,NA,FALSE,0,7,6,0,6,FALSE,0,NA,FALSE,1,5,0,0,0,0,7806,100,9,91,0,2,0,7,10,79,2,0
8113,2015,San Miguel,7,62793,6454,11,201508113,CO,San Miguel County,7704,5657,2645,3012,60,45,492,34,NA,5026,rural,West,Mountain,381,NA,1286.726,221,NA,NA,NA,9,1,8,0,0,0,0,9,7,0,0,0,0,0,0,0,0,NA,NA,NA,9,NA,NA,FALSE,0,NA,FALSE,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8113,2016,San Miguel,7,67251,6402,10.1,201608113,CO,San Miguel County,7785,5660,2643,3017,59,52,552,33,NA,4964,rural,West,Mountain,381,NA,1286.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8115,2014,Sedgwick,13,44562,3657,13.9,201408115,CO,Sedgwick County,2335,1393,675,718,11,15,218,9,NA,1140,rural,West,Mountain,571,NA,548.041,12,NA,NA,NA,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,6,0,6,FALSE,0,NA,FALSE,2,4,5,NA,NA,FALSE,0,NA,FALSE,1,4,0,0,0,0,2370,30,8,22,0,1,0,7,6,16,0,0
8115,2015,Sedgwick,13,40325,4162,13.6,201508115,CO,Sedgwick County,2329,1373,670,703,11,15,217,10,NA,1120,rural,West,Mountain,571,NA,548.041,12,NA,NA,NA,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8115,2016,Sedgwick,13,42518,3923,14.8,201608115,CO,Sedgwick County,2370,1390,691,699,12,19,220,11,NA,1128,rural,West,Mountain,571,NA,548.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8117,2014,Summit,5,68352,6745,9.7,201408117,CO,Summit County,28655,21638,9764,11874,228,220,2775,64,NA,18351,rural,West,Mountain,183,14720,608.339,1298,NA,NA,NA,37,4,40,0,1,10,0,33,24,3,16,2,0,7,1,4,0,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,5,33,25,NA,NA,FALSE,NA,NA,NA,2,19,0,0,0,0,28965,781,39,742,1,23,2,13,72,638,28,4
8117,2015,Summit,5,69633,5536,8.7,201508117,CO,Summit County,29186,21867,9893,11974,224,219,2806,69,NA,18549,rural,West,Mountain,183,14720,608.339,1298,NA,NA,NA,37,4,40,0,1,10,0,33,24,3,16,2,0,7,1,4,0,NA,NA,NA,41,4,37,NA,NA,NA,NA,5,30,18,NA,NA,FALSE,NA,NA,FALSE,3,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8117,2016,Summit,5,70265,6668,7.9,201608117,CO,Summit County,29852,22336,10151,12185,256,246,2880,61,NA,18893,rural,West,Mountain,183,14720,608.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8119,2014,Teller,4,62380,6344,9.5,201408119,CO,Teller County,23351,15905,7922,7983,146,140,912,158,NA,14549,small/mid,West,Mountain,153,17820,557.043,1616.429,NA,NA,NA,81,9,51,2,1,18,2,36,46,4,47,19,2,4.666667,3.666667,18,18,NA,NA,NA,62,13,49,NA,4,NA,NA,3,50,43,12,31,NA,NA,NA,NA,4,34,0,0,0,0,23362,364,71,293,0,9,1,61,42,231,16,4
8119,2015,Teller,4,66191,5825,8.8,201508119,CO,Teller County,23431,15703,7833,7870,172,154,947,162,NA,14268,small/mid,West,Mountain,153,17820,557.043,1799,NA,NA,NA,54,34,43,1,3,18,2,55,58,4,47,1,2,6,5,19,18,NA,NA,NA,73,11,62,FALSE,5,NA,FALSE,0,58,60,7,53,FALSE,NA,NA,FALSE,3,48,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8119,2016,Teller,4,63966,6286,9.5,201608119,CO,Teller County,23377,15489,7705,7784,167,172,1011,165,NA,13974,small/mid,West,Mountain,153,17820,557.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8121,2014,Washington,13,45784,4577,11.4,201408121,CO,Washington County,4743,2951,1390,1561,7,42,291,4,NA,2607,rural,West,Mountain,579,NA,2518.084,2346.429,NA,NA,NA,182,31,137,4,20,80,5,40,20,1,7,164,0,11,0,4,0,NA,NA,NA,10,0,10,FALSE,NA,NA,FALSE,5,5,5,0,5,FALSE,0,FALSE,FALSE,0,5,0,0,0,0,4830,50,6,44,0,0,1,5,15,27,2,0
8121,2015,Washington,13,47592,4830,11.4,201508121,CO,Washington County,4732,2915,1365,1550,9,37,292,7,NA,2570,rural,West,Mountain,579,NA,2518.084,2346.429,NA,NA,NA,182,31,137,0,20,80,5,40,20,1,7,164,0,11,0,4,0,NA,NA,NA,13,0,13,FALSE,NA,NA,FALSE,5,8,6,0,6,FALSE,NA,NA,FALSE,2,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8121,2016,Washington,13,46304,4664,14.3,201608121,CO,Washington County,4787,2954,1388,1566,8,47,289,6,NA,2604,rural,West,Mountain,579,NA,2518.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8123,2014,Weld,19,61501,2658,10.5,201408123,CO,Weld County,269804,179011,88541,90470,2880,2201,48798,1371,NA,123761,small/mid,West,Mountain,515,24540,3986.005,11836.43,NA,NA,NA,747,134,667,2,23,372,3,399,357,60,414,5,2,23,14,23,23,NA,NA,NA,1097,120,977,NA,39,NA,NA,0,458,633,97,536,NA,21,NA,NA,0,282,1,0,137,125,274354,6405,795,5610,5,122,78,590,955,4251,362,42
8123,2015,Weld,19,69434,2181,11.3,201508123,CO,Weld County,275584,182092,90219,91873,3096,2321,50448,1214,NA,125013,small/mid,West,Mountain,515,24540,3986.005,10531,NA,NA,NA,618,99,568,3,28,296,8,329,315,60,414,59,2,322,295,4,4,NA,NA,NA,1059,111,948,NA,36,NA,NA,0,436,645,85,560,NA,27,NA,NA,3,290,1,0,137,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8123,2016,Weld,19,63609,2759,11.5,201608123,CO,Weld County,284382,187829,92804,95025,3285,2546,52725,1243,NA,128030,small/mid,West,Mountain,515,24540,3986.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,137,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8125,2014,Yuma,13,46838,4701,14,201408125,CO,Yuma County,10112,6152,2982,3170,21,25,1348,29,NA,4729,rural,West,Mountain,579,NA,2364.398,573.5714,NA,NA,NA,25,4,22,0,1,9,1,15,15,1,18,2,0,2,1,5,0,NA,NA,NA,26,0,26,FALSE,NA,NA,FALSE,3,16,11,NA,NA,FALSE,NA,NA,FALSE,3,8,0,0,0,0,10241,55,1,54,0,0,0,1,16,36,2,0
8125,2015,Yuma,13,48934,4861,14.1,201508125,CO,Yuma County,10175,6178,2992,3186,25,27,1387,29,NA,4710,rural,West,Mountain,579,NA,2364.398,573.5714,NA,NA,NA,25,4,22,0,1,9,1,15,15,1,18,2,0,2,1,5,0,NA,NA,NA,23,NA,NA,FALSE,NA,NA,FALSE,1,14,12,NA,NA,FALSE,0,NA,FALSE,3,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8125,2016,Yuma,13,48963,4978,12.3,201608125,CO,Yuma County,10064,6067,2938,3129,20,35,1434,31,NA,4547,rural,West,Mountain,579,NA,2364.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8031,2014,Denver,2,54872,1823,15.9,201408031,CO,Denver County,648049,459774,226183,233591,18590,43794,131163,3428,NA,262799,urban,West,Mountain,5,19740,153.305,35248.57,NA,NA,NA,2188,265,1681,14,502,640,23,757,1245,175,1455,178,6,119,24.5,10,8,NA,NA,NA,3904,290,3614,NA,1391,NA,NA,0,862,1758,180,1578,NA,615,NA,NA,0,438,11,699,2037,2216,665353,26791,4004,22787,31,471,1088,2414,4590,14606,3453,138
8031,2015,Denver,2,57886,2435,15.7,201508031,CO,Denver County,663271,470306,231258,239048,19366,44483,134479,3485,NA,268493,urban,West,Mountain,5,19740,153.305,34679,NA,NA,NA,2017,277,1661,10,544,607,21,746,1345,175,1455,52,6,590,22,58,36,NA,NA,NA,3656,255,3401,NA,1288,NA,NA,0,840,1513,147,1366,NA,555,NA,NA,0,394,11,699,2037,2216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8031,2016,Denver,2,61038,1375,14,201608031,CO,Denver County,681618,484562,237646,246916,20103,45341,137506,3505,NA,278107,urban,West,Mountain,5,19740,153.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,699,2037,2216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
